student_id,final_score,grade,pass_fail,previous_score,math_prev_score,science_prev_score,language_prev_score,daily_study_hours,attendance_percentage,homework_completion_rate,sleep_hours,screen_time_hours,physical_activity_minutes,motivation_score,exam_anxiety_score,parent_education_level,study_environment
S0250,100,A,1,86.91552005,81.80155722,84.45733912,87.08772511,4.690415028,86.87857607,95.66538819,6.30348455,4.813995264,75.58510809,9.630772319,1,Bachelor,Quiet
S0251,76.86099292,C,1,56.19468906,54.90780638,60.23030205,43.7530523,4.048848233,64.02356452,97.09055238,6.528828755,3.565386092,37.72296945,8.735802695,1.263588823,Bachelor,Quiet
S0252,64.72010824,D,1,61.18037507,52.8374547,56.31264407,57.88913301,3.366867876,71.4709398,79.29650051,6.327950545,4.353736002,117.2573871,4.781166759,6.415460362,Bachelor,Quiet
S0253,72.65425166,C,1,86.81251693,88.80863255,89.19430578,89.0800605,1.768093477,77.15715677,70.81896625,7.789923493,5.23677527,33.48164624,4.487674629,7.028441551,High School,Moderate
S0254,69.82150971,C,1,57.43071028,60.66668998,59.95806108,52.51924011,3.666742608,67.38916744,85.26988876,8.107919505,1.04769477,97.8153511,4.125071439,4.367375617,High School,Quiet
S0255,59.10324867,D,1,49.32210107,46.90616876,54.62315061,49.61702218,3.493518264,64.82964581,84.14365525,7.646533884,3.014450155,77.25921583,7.772471355,2.237549797,Bachelor,Noisy
S0256,79.52539058,C,1,70.62406944,78.49400325,84.42236963,72.85843194,3.409876682,76.65500262,83.17949735,6.585131993,5.536215836,63.17585872,7.778035911,1.533269655,High School,Moderate
S0257,92.43764018,A,1,91.48851258,85.35968426,93.45059241,89.77576657,2.959143472,80.17014535,75.3630692,5.78640206,4.701565154,35.92579481,9.921482285,1,High School,Noisy
S0258,74.18250176,C,1,78.28163882,70.95976442,75.73682069,79.13395767,3.114626416,85.12537415,81.07576933,7.083216924,3.714206872,85.99502318,6.388259045,4.014257165,Master,Moderate
S0259,68.28523926,C,1,71.35336435,72.47562345,71.22549279,66.53970153,2.337770108,72.69220825,73.06445997,7.441998017,3.648222635,82.66982965,5.991437709,4.678000662,Bachelor,Moderate
S0260,61.3343711,D,1,45.34470716,50.58019867,36.49932763,44.31165076,3.077250771,54.30000628,81.97870895,6.751645117,2.738850488,55.27949458,7.746549563,2.141323993,Bachelor,Noisy
S0261,81.14214244,B,1,73.82539747,82.24503593,70.35183181,76.87647832,1.790223623,76.36758163,68.32476196,7.401882533,3.602602668,111.9199531,8.953652035,1,Bachelor,Quiet
S0262,98.62255238,A,1,94.45296176,92.15854044,92.40654957,95.23782656,4.220697589,87.39835742,96.19694864,7.069093306,4.276915997,57.36990066,9.620643697,1,High School,Quiet
S0263,52.85424436,D,1,47.70462084,53.09802501,45.08417885,44.77196449,1.743107819,64.65525758,72.04862127,7.998475465,3.091815192,70.47528695,8.818744997,2.077754673,High School,Noisy
S0264,63.77220421,D,1,68.50813088,68.31558853,69.26990524,69.6292129,1.33986516,81.06472746,58.14553499,6.419878774,4.570765732,78.93862103,6.560043884,1,High School,Quiet
S0265,86.54515829,B,1,88.25551896,87.39238246,84.14341929,91.82856791,2.744984105,82.94551529,81.79370356,5.859346168,5.306161136,39.02086904,7.809485412,3.37794174,Bachelor,Moderate
S0266,82.1039857,B,1,80.74227398,85.16057366,86.34742731,70.49256758,3.633229758,79.77303887,80.40061544,7.287158673,1.773424241,113.8945547,9.13779596,1.38343403,High School,Moderate
S0267,73.61095653,C,1,78.33586575,81.59748015,78.33690108,84.13123608,2.7508673,73.65201097,80.44795244,7.740464962,3.257735114,63.70825372,6.94365813,4.372517952,Bachelor,Moderate
S0268,70.11146763,C,1,78.63662462,70.75466383,78.59012301,76.95535093,2.107016528,83.42107982,74.1688592,6.173766923,3.040100456,37.27012925,5.300119862,4.501310951,High School,Quiet
S0269,70.01982536,C,1,59.77201332,67.15471507,58.13253973,61.89946298,3.232684736,70.80755198,72.7702629,5.634614936,4.43732402,64.85620563,5.018340638,2.920253937,Bachelor,Quiet
S0270,55.12876233,D,1,56.14755143,63.04800821,56.92350485,62.13378605,2.388009342,65.97363708,74.34498965,7.369896442,2.249337326,84.01822924,4.000946467,6.429416174,Master,Noisy
S0271,95.674917,A,1,84.51486355,81.38705004,88.64035487,77.65649507,4.731470761,72.73405831,94.97222704,6.518328981,4.201254575,76.22874046,8.30942797,2.965225154,High School,Moderate
S0272,83.06476612,B,1,84.55623671,86.53525437,80.22058563,81.0090317,4.690580558,89.50017933,93.11197929,6.387630084,5.387446209,92.50877766,4.666583253,6.258138552,Bachelor,Noisy
S0273,81.46740985,B,1,87.68897752,90.15912845,84.39839508,86.24623404,3.00948728,77.70608894,86.84913445,7.545458486,3.090657999,34.99355479,5.463034598,3.874273918,Master,Quiet
S0274,79.05937734,C,1,90.22823039,91.53159922,88.70960025,86.30946278,2.311535976,82.15772515,69.84696406,6.057191777,5.5550785,55.60865492,5.787257989,4.299503086,Master,Noisy
S0275,69.78912698,C,1,68.12383194,65.37230617,61.39447732,76.79851482,3.948529656,75.85363852,85.45341191,5.273751476,5.965818695,103.7307519,7.362279161,2.10488457,High School,Quiet
S0276,75.3273143,C,1,67.58339621,64.22527937,63.48710691,63.29953574,1.146851774,67.80890846,61.84699244,8.563102704,1.53046025,37.1904319,6.387743664,2.792989872,Bachelor,Moderate
S0277,90.52383513,A,1,83.90623484,83.77846449,81.52513048,81.12850095,2.899076024,74.48556853,82.41870897,6.851806074,2.16526594,106.9937359,8.048043952,2.907344619,High School,Moderate
S0278,73.34690288,C,1,75.74801619,81.61166129,80.1199621,76.76996135,2.345293577,67.25427018,72.74469284,5.744911812,5.751898757,38.27064829,4.333831956,4.468635733,Master,Quiet
S0279,74.35212535,C,1,78.60817825,81.32617902,79.92098489,72.59743062,4.68214354,82.90907389,102.6532881,6.814368477,5.791638432,105.1008793,4.743635166,4.362548404,High School,Quiet
S0280,76.63378064,C,1,83.76859682,81.91552516,84.73654638,81.79019326,1.048012109,79.15836719,63.1349994,7.361194526,1.488536377,62.4709561,6.995269021,1.900705345,Bachelor,Quiet
S0281,86.56102497,B,1,88.9502938,92.80878735,93.20478361,90.53756011,3.211259503,99.11149736,71.22153843,7.645807323,1.074992502,85.09881569,6.021788727,2.48796375,Master,Moderate
S0282,63.01542725,D,1,58.58973363,44.34702052,57.90287468,56.9254316,3.962654324,64.32309149,86.97920843,7.699745027,1.805500116,43.75984041,5.774880177,4.371534115,High School,Quiet
S0283,52.8797759,D,1,60.6570624,66.4008909,62.60938664,60.1901281,2.94007195,65.72127608,76.591509,6.747772376,5.980063917,35.95518496,4.402168474,6.759334574,High School,Moderate
S0284,49.47729089,F,0,45.16900669,36.4704378,44.65289793,42.52234613,1.341612121,59.75753849,65.81292597,7.263270228,1.899998083,49.43443836,9.374315048,1,High School,Noisy
S0285,79.13593334,C,1,71.80540775,69.99320305,73.1322195,64.23305621,4.88984556,77.11837715,85.77437032,7.706154593,3.512738034,41.50684361,8.150911517,1,High School,Moderate
S0286,44.18436729,F,0,41.97682506,36.37847559,39.06303177,43.58479112,3.072041726,58.63739584,93.4654658,5.359473486,5.242088632,58.11653079,4.729708941,6.110235599,High School,Noisy
S0287,63.52496196,D,1,65.607891,59.13448362,53.41380521,74.38255636,3.456744977,75.86560657,87.22258025,8.049291202,1.102008053,76.29449219,4.390275746,7.295426008,Master,Moderate
S0288,74.8141838,C,1,69.84545491,75.64958885,69.1740591,69.93746306,1.946439131,70.0297855,70.20877533,6.373502748,4.022444911,82.98835172,9.849235201,1,Master,Moderate
S0289,74.73569978,C,1,55.75976887,53.42126286,62.87350955,56.88608945,2.93399234,60.97192584,85.24776199,7.970597485,2.385127244,101.0881297,8.087035303,1.434410431,Bachelor,Quiet
S0290,77.25550189,C,1,72.49582933,74.22834874,77.12690634,75.95944311,2.716597968,67.25684097,88.88424994,6.477519865,5.311674582,89.06159039,6.504736427,4.010924204,High School,Moderate
S0291,43.11416664,F,0,41.67751375,41.44291085,46.50450117,35.33086126,1.299583368,49.72088603,67.3495669,6.93835561,2.417305746,84.78824926,8.210386245,3.411487503,Bachelor,Quiet
S0292,54.36346627,D,1,42.05415038,44.43935452,48.23480399,50.56672367,1.424641414,58.43673009,68.99047962,7.001286966,4.433778601,67.06038247,8.537990719,1,Master,Quiet
S0293,90.77445709,A,1,85.24303084,85.62714029,85.68631879,86.25467482,4.349890078,81.11661386,94.15235091,7.135264725,4.371098162,72.64275915,8.679773214,1,High School,Quiet
S0294,59.12992246,D,1,59.81048528,53.39552416,60.79706381,67.96976977,1.959279809,66.7480575,68.88516932,7.688706738,2.107467744,67.30687465,6.867263834,3.764154772,Bachelor,Moderate
S0295,54.37621785,D,1,46.9883282,51.96966229,43.90006872,43.32316322,1.779833086,69.71119308,65.41935364,7.13295308,1.173995999,105.7949427,6.579296549,4.219771524,High School,Quiet
S0296,69.39006482,C,1,68.7233793,66.25459639,67.14301502,77.81368892,3.019645805,80.5018407,76.06589809,6.844117078,3.046247869,50.70004073,4.066168506,5.939962945,High School,Noisy
S0297,89.30992705,B,1,82.34964542,74.56673593,85.42850117,86.22542289,4.074988525,79.50080777,87.31481476,7.264173853,2.44596576,30.51488384,9.559342691,1,Bachelor,Noisy
S0298,46.55993439,F,0,51.87015651,49.72958071,57.8895787,54.63535694,1.247786074,56.96547269,55.72508092,6.465903549,5.044888748,88.61879075,7.61984727,3.374531461,Master,Moderate
S0299,73.3819364,C,1,74.25897617,81.76277512,73.56174479,75.42909844,3.307231679,74.29596254,82.69295953,6.874326455,5.001820942,48.22159653,5.218923623,5.309112381,Bachelor,Quiet
S0300,56.1201379,D,1,44.69411057,48.94521929,42.44316425,43.45146748,1.476841771,59.34794832,56.34507983,6.007013455,3.285119761,110.1103623,9.517620517,1,Bachelor,Noisy
S0301,47.9681985,F,0,42.84249466,41.09923399,42.84513446,48.84515296,1.145844203,58.13557252,62.41302465,6.957395189,4.032561127,107.3141697,9.489591411,1,Bachelor,Moderate
S0302,75.7034953,C,1,69.22450474,67.47821621,72.23053848,69.92630409,1.210975809,71.12365785,61.92810505,6.648620049,4.02129758,36.90546347,9.935104986,1,High School,Moderate
S0303,83.28771472,B,1,69.73493169,68.12675643,62.51565761,59.89958317,4.336656433,71.60015137,94.10124082,6.040012469,5.135790742,39.57495649,9.244339379,1.441551078,Master,Moderate
S0304,73.95259545,C,1,75.05864458,85.4423845,63.57773982,69.47271227,1.471889935,75.59661421,62.1082415,6.69125299,3.125012071,74.5654433,9.986706327,1,Master,Moderate
S0305,78.73219471,C,1,79.93502335,81.84470062,77.18233911,79.00579459,1.180605458,76.78980618,77.19035643,7.179561148,2.377233399,84.83003965,5.468117129,4.096172039,High School,Moderate
S0306,100,A,1,93.67186437,95.82207261,87.56830224,95.22185929,2.751599549,87.87754473,84.31657499,5.501905071,2.325174591,54.74175037,9.053497511,1,Master,Quiet
S0307,93.06015913,A,1,68.39651916,73.54793643,65.85581817,68.11357671,4.375973888,76.00010316,87.53702638,6.545066796,3.680961396,94.5117945,8.938169853,1.102137847,Bachelor,Quiet
S0308,65.168146,C,1,57.76260601,58.95655181,57.02370442,63.85745996,2.049633506,64.32807757,71.6606755,6.588370284,3.245741014,83.54244188,5.385642155,5.509287906,Master,Quiet
S0309,70.39098689,C,1,83.73524071,82.44002998,81.46899867,73.97973139,2.68685047,88.22294699,73.82847399,7.306210448,3.200603855,59.23416988,4.590625294,6.000465237,High School,Quiet
S0310,67.02288191,C,1,54.89577382,53.91402457,62.15811149,55.6137135,1.15969013,62.5475754,56.52450267,7.16053065,1.455686695,32.28343392,9.876523082,1,Master,Moderate
S0311,66.09436635,C,1,64.14342814,63.78542184,65.77715196,55.05353201,2.796314057,63.982711,71.26278021,6.514537489,4.593018703,97.51352532,5.776147309,4.987520841,High School,Moderate
S0312,60.58256175,D,1,44.31510097,44.12898979,45.81747277,48.11366245,3.310452323,64.06144084,85.26560668,8.150533282,2.06868344,49.32782992,9.225350743,1.175386511,Bachelor,Noisy
S0313,49.68855508,F,0,41.39429089,45.03243861,44.50532661,40.92199732,3.283628215,56.61010477,79.42938097,7.901745315,1.984768151,105.1026369,4.024762928,5.548637436,High School,Noisy
S0314,72.24324759,C,1,92.94566281,93.20539224,87.25149722,95.04371267,2.329706769,88.07928876,78.13619781,7.53199822,3.063791601,67.8261234,4.126148843,5.749132998,Master,Quiet
S0315,74.26286953,C,1,85.97890663,89.64210701,91.17446557,81.65949183,2.262132723,70.97111031,77.5902383,7.108396272,2.138891708,81.93696984,6.795227852,3.056549259,Bachelor,Moderate
S0316,62.63919786,D,1,78.27858134,77.87499843,77.8997599,84.67590599,1.426494476,86.10157037,71.13451668,7.095728739,3.919291337,108.5653857,5.432288104,5.07297324,Master,Noisy
S0317,72.57636759,C,1,62.49241194,62.88558789,65.84481503,67.70103526,2.467193283,74.60767301,70.409999,7.025856091,2.857316697,107.7260701,8.139047701,1.493929685,High School,Noisy
S0318,53.0214949,D,1,49.5311876,39.54018418,44.17190144,52.44890912,1.397978675,57.26321106,66.35661481,6.928585811,3.244558613,63.43676177,7.393385953,2.21620486,Bachelor,Noisy
S0319,50.20514157,D,1,48.60403735,53.18567572,40.83524352,47.95645111,4.066383779,56.90813305,93.82610887,7.099088689,3.685846608,48.80000034,4.464914785,7.503842525,High School,Noisy
S0320,73.18052191,C,1,53.7633594,55.49580178,57.85280769,56.66264583,4.865097191,75.24300922,96.28008103,7.096199922,2.017677612,99.763147,4.975769778,5.963965704,Master,Quiet
S0321,85.8666617,B,1,70.20746656,75.19751711,72.08951419,66.67300372,4.880297827,71.41683376,94.94411848,8.212874118,1.778758114,68.97721832,6.32829562,2.911103715,High School,Moderate
S0322,68.55173516,C,1,79.30277575,64.82149886,74.79251798,83.58055404,4.460284398,75.48046363,102.6504473,6.299302076,5.402109514,47.28377942,5.113624384,5.45731661,Master,Quiet
S0323,84.58693041,B,1,76.31085572,86.75272924,71.96254031,84.55826019,3.403168597,66.82516739,85.16916535,7.358594729,3.168618514,111.3982808,8.753334083,1.365015982,Master,Noisy
S0324,60.54465552,D,1,55.39636433,54.69841619,61.02353825,60.74941713,3.803462789,65.94429114,91.21446664,7.809659825,3.060468048,47.82937748,6.496421413,3.895129762,Bachelor,Noisy
S0325,84.09031833,B,1,92.51759044,98.05850452,86.57053097,88.86957809,2.140823211,85.12019714,67.29785205,8.162408662,1.178060751,32.32264514,4.560591201,5.576750124,Bachelor,Moderate
S0326,81.99364658,B,1,80.58433042,75.38480078,88.79769518,82.391417,3.523081681,83.86963069,79.13439447,6.248575995,3.489881513,31.82519764,6.906057414,4.283585232,High School,Moderate
S0327,60.41969787,D,1,70.48947289,73.55334241,65.98636921,64.02376517,2.822598198,68.2493443,75.37873311,7.091193365,3.770848608,86.00838208,4.545029086,5.800591258,Master,Quiet
S0328,77.58882595,C,1,73.64464104,68.37756323,76.83660067,76.5065926,2.928069359,69.22088656,78.66058665,7.287098391,3.794204355,89.55075546,4.773623833,5.164287469,Master,Moderate
S0329,65.42811283,C,1,63.07800343,59.95915863,61.43491105,65.3310205,4.031106242,73.79381489,84.98996238,7.085384757,4.535155847,57.99375346,5.437658992,5.604531585,Bachelor,Quiet
S0330,63.96785606,D,1,53.62520442,63.19536119,56.64114158,44.27612272,2.127673422,71.84625257,71.22751018,6.87712983,1.887409175,58.80098903,9.157166231,1.07611881,Bachelor,Quiet
S0331,65.36098669,C,1,59.57849733,58.62508532,56.85792732,53.76957811,2.272158447,61.93348691,64.27905853,6.99314768,2.261115671,60.55445236,9.547675194,1,Bachelor,Noisy
S0332,100,A,1,81.68153608,82.76870044,80.86757155,80.26584159,4.698567165,86.24833847,91.38543453,6.98118342,5.053652326,91.21426921,8.957546376,1.356476226,Bachelor,Quiet
S0333,47.60377017,F,0,40.79164187,45.14198053,40.99623775,39.28734314,1.224897179,60.58353014,65.60352804,5.898363889,5.735853084,35.23204119,6.004463305,3.901927672,High School,Noisy
S0334,52.60027555,D,1,46.38399523,48.86240467,41.37305795,40.33661055,2.942537194,68.65102431,82.44432454,7.346252851,1.679663737,113.6204717,5.634678647,4.374548346,High School,Quiet
S0335,56.00574458,D,1,42.53014531,43.28223984,46.23426704,44.47503896,4.651203202,60.91397085,94.55264819,7.741463573,3.488247773,50.02689398,7.294934145,2.118371266,High School,Quiet
S0336,53.6343444,D,1,42.24008413,44.06488914,39.6740163,43.49745217,3.441452031,48.50865248,79.32569877,7.354835996,2.070881264,119.9705885,8.331118963,1,High School,Moderate
S0337,93.96995395,A,1,87.05033212,99.06741005,85.90733254,86.07898646,3.185628297,82.76532915,76.71926521,7.246503179,1.300365842,45.43704244,9.960236729,1,Bachelor,Moderate
S0338,75.10571464,C,1,78.70118227,78.41308828,73.72943539,74.92222477,1.998976717,84.65131023,68.12342594,6.772936314,2.627516691,99.43918116,4.789424271,3.818592442,High School,Noisy
S0339,66.3517179,C,1,66.0795606,67.08505583,53.26789231,71.32309623,2.373101956,68.5710502,76.95361202,7.650828227,1.718438126,50.10712904,4.295751994,4.824530644,High School,Moderate
S0340,61.69669081,D,1,45.38087884,50.63415082,44.42574002,53.6579144,4.408193663,60.75061457,98.72316509,5.968526386,4.549665367,37.27621215,8.166135334,1.659597632,High School,Quiet
S0341,83.41735326,B,1,67.03887313,72.5665028,79.10195024,64.62106571,3.236872527,72.63876905,79.88606659,6.775743898,3.668627068,108.7439992,8.993354701,1.109762881,Bachelor,Noisy
S0342,71.94717191,C,1,66.04094739,71.97609892,69.96396883,62.98011281,3.058968775,58.5229043,74.82222562,7.650863561,1.719172355,107.2876133,9.078092679,1,Master,Noisy
S0343,56.2473948,D,1,49.52610285,52.71975396,49.42980095,51.98214117,1.398318854,73.1197893,65.32240673,8.335712528,1.046207942,66.32133532,8.070781294,1,Bachelor,Noisy
S0344,55.5591249,D,1,63.86184071,58.14681614,62.54738656,62.07169381,1.064112626,67.42404195,56.52345141,6.821538467,5.040785245,93.21565283,9.724094825,1.850491533,Master,Quiet
S0345,68.52070887,C,1,61.91776039,70.08491805,62.03008986,61.22077439,4.854740755,73.48755736,95.95614435,7.078675832,1.880972031,80.13593394,7.066028581,4.020451542,Master,Moderate
S0346,75.26987364,C,1,73.87175539,68.14002843,76.60735097,77.57002115,2.507944669,76.50237202,81.70582714,7.379884695,4.031083211,106.7660502,9.48288879,1,High School,Noisy
S0347,83.55402856,B,1,74.9301508,76.44332812,69.02608672,65.38337036,3.412852248,83.75317068,88.26409963,7.044859612,2.684609565,58.35503724,9.806872822,2.100617851,High School,Quiet
S0348,47.52240864,F,0,42.49172054,38.72034129,48.06332901,49.08323216,1.318860293,63.27614088,63.97847449,6.203919582,3.927429692,77.130516,9.082944742,1,High School,Moderate
S0349,71.86520987,C,1,60.6036938,60.28300207,64.18060038,60.96709643,3.732457143,69.12722554,80.96497642,7.14049888,2.578268135,73.68351341,5.85855138,6.029073741,Bachelor,Moderate
S0350,76.4737602,C,1,74.42229536,76.06610742,78.01322399,72.36482964,4.730266835,72.74357222,98.35965119,8.28867526,1.434697803,61.85152436,5.177293907,3.857492016,Bachelor,Noisy
S0351,76.69874619,C,1,67.67249422,69.2792803,69.86487292,67.22632345,3.302661012,77.82550062,88.33989657,7.448195012,2.114750043,110.2309558,7.28872039,2.950017535,High School,Quiet
S0352,88.61671802,B,1,87.10694127,89.21654504,87.20502455,86.91908804,1.50446129,74.18626411,63.16644457,7.424173082,1.940292832,44.92901322,6.718088502,2.008074173,Bachelor,Moderate
S0353,87.54169685,B,1,76.22814974,84.29670608,79.59245592,67.57214322,3.32688611,81.34352697,90.02443155,7.876576794,3.140096762,43.45577756,9.266550053,1,Bachelor,Quiet
S0354,54.79300154,D,1,48.96139349,51.229065,51.92046416,56.43608463,4.065388852,58.98547299,97.11761497,5.996896901,4.291418917,81.92185818,4.600190026,5.785976472,Master,Moderate
S0355,51.7912733,D,1,43.88128111,42.66049793,42.11107755,44.08790927,2.625666146,68.20205886,84.57532562,6.661491331,2.319030375,89.1744807,5.546440368,4.298869301,Bachelor,Noisy
S0356,86.22237125,B,1,75.3330603,80.15349614,72.46505144,77.54807095,4.519350992,78.47302786,96.71972555,6.873971862,1.060349677,47.51573289,8.510793667,2.203083777,Master,Noisy
S0357,45.25383243,F,0,41.45812208,47.40547452,41.96740356,46.21587093,3.594731813,63.94967988,88.88427663,7.107918047,3.594686821,65.1645698,4.56991987,5.52909458,High School,Moderate
S0358,81.80430303,B,1,72.21765697,66.07961789,79.96275773,67.11184468,4.596995673,76.51877255,103.0408932,6.87460733,4.028797447,115.1907459,5.924586484,3.552998787,Bachelor,Quiet
S0359,85.31740934,B,1,91.71266328,94.69966363,85.5171279,94.08002277,3.494021245,77.09444616,87.17718214,7.027062443,5.81435247,52.19556804,6.322932364,3.110254318,Master,Moderate
S0360,73.26970162,C,1,71.65107978,75.15694349,64.31345345,70.31287433,1.525151888,71.52189407,62.74534834,6.937531334,3.947354015,90.15246319,7.735562779,3.075350993,Bachelor,Quiet
S0361,64.57168014,D,1,61.34934594,59.86152842,62.17315015,65.58319982,2.238766844,74.03661966,70.14495426,6.791162581,3.355862797,96.61344543,4.948795874,4.397462096,Master,Moderate
S0362,78.41381207,C,1,75.38085201,82.25938608,75.63529052,64.74471491,1.807179793,78.52370509,69.2645727,6.840794998,3.867008129,70.33158295,9.163626942,1.751776028,Master,Noisy
S0363,77.28734657,C,1,65.20390898,64.45363104,66.0706173,64.70843748,4.635305991,78.50690402,89.9002528,6.367002764,5.639503149,114.3773388,6.685253413,4.53745838,Bachelor,Quiet
S0364,80.30030694,B,1,70.00892341,70.63680568,71.2286894,66.99482013,4.041600269,77.02083452,89.69970811,5.621552145,5.141890728,96.29910617,9.502130271,1,High School,Noisy
S0365,94.70937258,A,1,91.78056448,90.91520536,90.66455321,93.94187924,3.705593476,81.05677279,92.53867035,8.570697722,2.614893667,71.21321219,6.807219482,4.325706905,Master,Quiet
S0366,62.84634227,D,1,61.23564508,61.31354032,68.68496227,63.58586602,2.203865279,66.63750185,61.08238353,7.604053964,2.186271818,81.24016816,5.650241554,6.410181145,High School,Moderate
S0367,78.01612483,C,1,92.86548101,87.38410558,84.86096112,89.32735154,1.736179088,86.94732746,75.03420139,7.411053735,2.313168062,92.33520991,4.850972972,5.401030789,Bachelor,Noisy
S0368,78.45722574,C,1,89.79428531,82.59403089,85.65180018,86.23341599,4.025804352,73.32692232,95.86991461,7.250950433,3.522105199,83.29711624,4.022470568,6.576613617,Bachelor,Noisy
S0369,60.86839049,D,1,50.76851241,58.74103773,50.25223861,50.21518557,2.896631784,73.75146563,76.66749476,6.938631313,4.720247256,109.0827825,7.19294491,3.844060414,High School,Quiet
S0370,52.38813851,D,1,43.81487155,39.58006481,35.59892749,39.33166041,1.903158209,64.11616946,71.74853623,6.874894446,3.516096036,62.11997961,4.642940182,5.081577503,Bachelor,Quiet
S0371,55.28645758,D,1,45.54279008,40.58582833,44.66351805,49.75270855,3.466487913,68.90656802,84.68061776,7.282684838,1.338981979,56.98971661,6.350366582,3.831913642,Master,Quiet
S0372,43.55218085,F,0,41.00220041,30.23524984,49.30955124,39.15616441,1.161335409,52.5980805,67.76330593,6.914354293,4.617903502,49.24550005,7.535630567,1.150169903,High School,Noisy
S0373,52.95250541,D,1,45.19436284,41.9995541,45.29879528,30.65942174,2.304681017,68.82000722,77.96022588,6.683900227,5.029850643,33.40046713,5.654115381,4.484519647,Bachelor,Moderate
S0374,73.50353779,C,1,77.56537254,70.94992357,78.71887707,75.69126225,2.874227978,89.94018082,71.74192617,6.860808153,2.447489326,33.87125679,5.051345754,5.446766241,Bachelor,Quiet
S0375,55.43352425,D,1,43.91537567,52.12545147,37.61455184,38.72265656,1.591833336,55.35329606,68.85464543,7.413329197,4.320628696,108.3049674,8.648329736,1.867833287,High School,Moderate
S0376,84.90377654,B,1,57.54365967,62.59274511,54.46185263,49.38728059,4.93861791,72.62883881,98.35803984,7.206788167,3.132959505,91.05538318,9.680747034,1.38467769,Master,Quiet
S0377,64.51410958,D,1,86.4681421,83.02739038,84.5921602,80.28100891,1.836389458,83.23962078,68.77805744,6.731230648,5.445596779,89.44791739,4.602642507,4.622555315,High School,Moderate
S0378,41.78712573,F,0,41.27995647,52.54213549,39.69138098,41.82699882,1.52141252,52.91780899,61.5732657,7.128122107,5.226127791,85.3178537,4.933541946,4.533851297,Bachelor,Quiet
S0379,87.07521731,B,1,84.79576654,89.70459398,91.20398552,91.43897068,1.814139496,84.86230313,76.8820803,6.922796413,3.627159992,106.429723,9.760075944,2.135431402,Bachelor,Moderate
S0380,55.39192841,D,1,55.50201261,53.87785569,58.29046792,57.06793498,4.076244533,71.91902233,95.96275443,6.821217685,4.457527729,73.22402331,4.226705331,5.622966295,High School,Noisy
S0381,45.73950119,F,0,46.49906552,34.00203694,40.94177573,43.46654858,2.702022637,60.2439,73.32137055,6.779989068,5.416748505,108.3369746,9.865794019,1,Master,Quiet
S0382,68.14903189,C,1,78.3205441,89.77525696,79.55306799,80.60006507,3.261663759,84.98985465,75.94358456,6.593993943,3.47858505,62.35005236,4.027866899,5.90512306,Master,Quiet
S0383,73.62768804,C,1,74.59185657,67.64399424,77.08296532,72.29640502,1.084036628,68.96211125,58.91200312,7.257149721,2.566253702,113.4036754,9.242011934,1,Master,Noisy
S0384,70.68185253,C,1,88.26096074,80.03396701,93.96170594,84.7879589,1.137725234,76.65669964,63.54976557,6.632275086,4.76833069,92.87912821,5.843951086,5.779578125,High School,Quiet
S0385,85.14637405,B,1,80.42890741,85.54175957,88.33161084,74.65709407,2.783302199,80.89744068,79.03405121,6.891871342,2.100331274,53.14594224,9.631533149,1,Master,Quiet
S0386,89.27645641,B,1,84.19145117,96.3902132,79.11598021,75.43230714,4.266620973,82.22265198,98.93187385,8.276021672,2.94265574,80.76764295,5.901671732,2.971042744,Master,Noisy
S0387,67.95458758,C,1,55.51190149,62.43326558,51.45761394,53.56228296,4.540955515,64.1730833,99.35915376,5.697762423,5.328636186,77.97275053,7.925837929,1.623421793,Master,Noisy
S0388,55.5052062,D,1,49.75917491,52.57872051,43.47128561,50.54944236,1.34682627,68.92755963,68.31610783,5.964314538,4.622111701,42.41089396,4.480195419,3.51809858,Master,Moderate
S0389,77.27859241,C,1,81.28381134,84.25758305,80.11371204,80.80069299,3.153452408,83.29637724,83.16880109,7.75139678,3.019055026,83.21186152,5.453978869,3.894733666,Bachelor,Noisy
S0390,100,A,1,84.37591066,88.64298845,86.70770253,82.29607602,4.652918745,86.47865068,89.5826938,7.734516372,2.073722512,58.33070613,8.642076079,1,High School,Noisy
S0391,91.24960807,A,1,94.47778281,98.27242576,99.41445539,89.74905251,2.551891018,86.62320923,74.54041752,6.653065005,2.779841954,34.71138901,7.172115122,3.445313509,High School,Quiet
S0392,77.74075924,C,1,62.69397223,64.09992935,62.31421711,65.73520319,4.318263326,74.35988745,98.48308196,7.577488284,2.420520746,115.3790542,9.567814371,1,Master,Noisy
S0393,55.15103853,D,1,60.46099472,60.98200024,58.8617571,53.87533512,1.534782618,68.00224584,65.09021153,8.169791291,1.88044644,87.73413322,6.57250845,4.315295486,High School,Quiet
S0394,100,A,1,82.70271284,82.3897472,83.4615028,86.58285241,4.741577959,91.62044987,99.93123143,6.569869101,4.716664568,108.9227039,9.218874195,2.179609798,High School,Noisy
S0395,68.62870422,C,1,58.74419471,54.97437177,54.56848021,53.73310962,4.00569327,65.30936851,88.46319113,8.62130662,2.260349434,90.84504045,6.693732625,4.087442711,Bachelor,Noisy
S0396,100,A,1,91.19165291,89.78827752,101.6393465,87.42947672,4.765337571,96.1223136,92.50431647,6.156717889,3.270837351,62.12853229,9.875489672,1,High School,Moderate
